id_avis,id_produit,id_client,id_achat,commentaire,note
977,485,456,515,Vestibulum ac est lacinia nisi venenatis tristique.,1.8
978,489,457,519,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",4.5
979,495,458,520,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",1.7
980,497,465,523,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,3.7
981,499,467,524,Ut at dolor quis odio consequat varius. Integer ac leo.,4.5
982,503,468,529,Aenean auctor gravida sem.,0.1
983,504,470,531,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",3.7
984,505,472,538,Ut tellus. Nulla ut erat id mauris vulputate elementum.,2.6
985,508,473,540,Curabitur convallis.,2.8
986,509,476,542,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,4.6
987,512,477,544,Phasellus in felis.,0.9
988,514,480,545,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1.4
989,515,481,546,Nulla suscipit ligula in lacus.,4.6
990,517,482,547,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2.1
991,524,483,548,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",2.3
992,527,488,549,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,2.6
993,528,492,550,Quisque ut erat.,2.5
994,529,493,552,Suspendisse accumsan tortor quis turpis.,1.8
995,530,499,555,Maecenas pulvinar lobortis est. Phasellus sit amet erat.,0.4
996,532,500,556,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",4.0
997,534,501,559,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",2.2
998,544,502,561,Aliquam sit amet diam in magna bibendum imperdiet.,3.3
999,548,510,562,Aliquam non mauris.,2.5
1000,551,511,564,Curabitur in libero ut massa volutpat convallis.,2.9
